Vendor Categories,,,,
"Law office of Julie Frances, P.C.",,,,
All Dates,,,,

,Account name,Transaction date,Memo/Description,Full name
,Cash-ATC-PC Operating Account,07/22/2024,DeWein Pay Inv 19996 FROM: DDXXXX2666,Due to Client
,Cash-ATC-PC Operating Account,07/22/2024,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,10/01/2024,24-10-01-PAY DeWein Inv 19996 FROM: DDXX XX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/01/2024,24-10-01-PAY DeWein Inv 19996 FROM: DDXX XX2666,Due to Client
,Cash-ATC-PC Operating Account,10/01/2024,24-10-01-PAY DeWein Inv 19996 FROM: DDXX XX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,10/01/2024,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,12/23/2024,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/23/2024,,Due to Client
,Cash-ATC-PC Operating Account,12/23/2024,,ADK Retainer Account
,Cash-ATC-PC Operating Account,12/23/2024,,Undeposited Funds-1
"Newland Wills, Jacqueline",,,,
,Cash-ATC-PC Operating Account,11/02/2023,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/02/2023,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/09/2023,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/09/2023,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,06/07/2024,Wills PAY Invoice 20052 FROM: DDXXXX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/07/2024,inv 20115,Due to Client
,Cash-ATC-PC Operating Account,06/07/2024,Wills PAY Invoice 20052 FROM: DDXXXX2666,Legal Fee Income
,Cash-ATC-PC Operating Account,06/07/2024,Wills PAY Invoice 20052 FROM: DDXXXX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,06/07/2024,Wills PAY Invoice 20052 FROM: DDXXXX2666,Prepaid Client expenses
"Taft, Jennifer",,,,
,Cash-ATC-PC Operating Account,11/06/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/06/2023,,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/07/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/07/2023,,Due to Client
,Cash-ATC-PC Operating Account,11/07/2023,,ADK Retainer Account
,Cash-ATC-PC Operating Account,11/07/2023,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,11/07/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/07/2023,,Due to Client
,Cash-ATC-PC Operating Account,11/07/2023,,ADK Retainer Account
,Cash-ATC-PC Operating Account,11/07/2023,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Taft pay inv. 40037 FROM: DDXXX X2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/21/2024,inv 20037,Legal Fee Income
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Taft pay inv. 40037 FROM: DDXXX X2666,Due to Client
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Taft pay inv. 40037 FROM: DDXXX X2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20077 FROM: DDXXXX 2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/12/2024,inv 20077,Legal Fee Income
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20077 FROM: DDXXXX 2666,Due to Client
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20077 FROM: DDXXXX 2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20078 FROM: DDXXXX 2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/12/2024,inv 20078,Legal Fee Income
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20078 FROM: DDXXXX 2666,Due to Client
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 20078 FROM: DDXXXX 2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 200779 FROM: DDXXX X2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/12/2024,inv 20079,Legal Fee Income
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 200779 FROM: DDXXX X2666,Due to Client
,Cash-ATC-PC Operating Account,08/12/2024,24-08-12 Taft PAY Inv 200779 FROM: DDXXX X2666,ADK Retainer Account
"Milich, Arianna",,,,
,Cash-ATC-PC Operating Account,11/06/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/06/2023,,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/07/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/07/2023,,Due to Client
,Cash-ATC-PC Operating Account,11/07/2023,,ADK Retainer Account
,Cash-ATC-PC Operating Account,11/07/2023,,Undeposited Funds-1
"Starks, Emily",,,,
,Cash-ATC-PC Operating Account,12/08/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/08/2023,cc fee,Prepaid Client expenses
"Vargas, Edward",,,,
,Cash-ATC-PC Operating Account,12/08/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/08/2023,,Prepaid Client expenses
,Cash-ATC-PC Operating Account,03/01/2024,24-03-01 Vargas Payment inv 60025 FROM: DDXXXX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/01/2024,24-03-01 Vargas Payment inv 60025 FROM: DDXXXX2666,Legal Fee Income
,Cash-ATC-PC Operating Account,03/01/2024,24-03-01 Vargas Payment inv 60025 FROM: DDXXXX2666,Due to Client
,Cash-ATC-PC Operating Account,03/01/2024,24-03-01 Vargas Payment inv 60025 FROM: DDXXXX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Vargas pay Inv.20033 FROM: DDXX XX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/21/2024,inv 20033,Legal Fee Income
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Vargas pay Inv.20033 FROM: DDXX XX2666,Due to Client
,Cash-ATC-PC Operating Account,03/21/2024,24-03-21 Vargas pay Inv.20033 FROM: DDXX XX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,04/23/2024,MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/23/2024,MYCASE/Funds Disb MyCase,Legal Fee Income
,Cash-ATC-PC Operating Account,04/25/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/25/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid expenses
,Cash-ATC-PC Operating Account,04/26/2024,MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/26/2024,MYCASE/Funds Disb MyCase,Legal Fee Income
,Cash-ATC-PC Operating Account,04/30/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/30/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid expenses
,Cash-ATC-PC Operating Account,06/25/2024,MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/25/2024,MYCASE/Funds Disb MyCase,Legal Fee Income
,Cash-ATC-PC Operating Account,06/27/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/27/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,10/03/2024,MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/03/2024,MYCASE/Funds Disb MyCase,Legal Fee Income
,Cash-ATC-PC Operating Account,10/07/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/07/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/19/2024,MYCASE/Funds Disb MyCase,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/19/2024,MYCASE/Funds Disb MyCase,Legal Fee Income
,Cash-ATC-PC Operating Account,11/19/2024,MYCASE/Funds Disb MyCase,Prepaid Client expenses
,Cash-ATC-PC Operating Account,11/21/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/21/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
NYS Tax & Finance,,,,
,Cash-ATC-PC Operating Account,12/18/2023,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX11309,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2023,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX11309,Payroll Liabilities
,Cash-ATC-PC Operating Account,01/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX15964,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX15964,Payroll Liabilities
,Cash-ATC-PC Operating Account,02/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX24315,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX24315,Payroll Liabilities
,Cash-ATC-PC Operating Account,03/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX11604,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX11604,Payroll Liabilities
,Cash-ATC-PC Operating Account,04/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX03641,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX03641,Payroll Liabilities
,Cash-ATC-PC Operating Account,05/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX15438,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX15438,Payroll Liabilities
,Cash-ATC-PC Operating Account,06/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX13728,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX13728,Payroll Liabilities
,Cash-ATC-PC Operating Account,07/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX08401,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX08401,Payroll Liabilities
,Cash-ATC-PC Operating Account,08/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX19464,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX19464,Payroll Liabilities
,Cash-ATC-PC Operating Account,09/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX12775,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX12775,Payroll Liabilities
,Cash-ATC-PC Operating Account,10/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX10355,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/16/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX10355,Payroll Liabilities
,Cash-ATC-PC Operating Account,11/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX21126,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/18/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX21126,Payroll Liabilities
,Cash-ATC-PC Operating Account,12/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX12868,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/17/2024,NYS DTF WT/Tax Paymnt WTWFXXXXXXXX12868,Payroll Liabilities
Henry Street Tap Room,,,,
,Cash-ATC-PC Operating Account,12/19/2023,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY IN8700 *****9214 12/18 21:09,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/19/2023,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY IN8700 *****9214 12/18 21:09,Meals and Entertainment
,Cash-ATC-PC Operating Account,01/02/2025,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY INC600 *****9214 01/01 21:01,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/02/2025,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY INC600 *****9214 01/01 21:01,Meals and Entertainment
,Cash-ATC-PC Operating Account,12/15/2025,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY IN8800 *****9214 12/13 21:35,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/15/2025,POS Purchase Non-PIN HENRY STREET TAPROOM SARATOGA SPGS NY IN8800 *****9214 12/13 21:35,Meals and Entertainment
Uncommon Grounds,,,,
,Cash-ATC-PC Operating Account,12/19/2023,POS Purchase Non-PIN TST* UNCOMMON GROUNDS - Saratoga Spri NY IN7600 *****9214 12/18 08:56,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/19/2023,POS Purchase Non-PIN TST* UNCOMMON GROUNDS - Saratoga Spri NY IN7600 *****9214 12/18 08:56,Meals and Entertainment
,Cash-ATC-PC Operating Account,06/11/2024,POS Purchase Non-PIN TST* UNCOMMON GROUNDS - Saratoga Spri NY INB500 *****9214 06/10 09:41,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/11/2024,POS Purchase Non-PIN TST* UNCOMMON GROUNDS - Saratoga Spri NY INB500 *****9214 06/10 09:41,Meals and Entertainment
Laurie Williams,,,,
,Cash-ATC-PC Operating Account,12/23/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/23/2023,,Prepaid Client expenses
"Hernandez, Natalia",,,,
,Cash-ATC-PC Operating Account,01/02/2024,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/02/2024,,Sales
,Cash-ATC-PC Operating Account,01/26/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/26/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid expenses
Lloyd Stewart Investigations,,,,
,Cash-ATC-PC Operating Account,01/02/2024,Check 3032 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/02/2024,Check 3032 Check,Prepaid Client expenses
"Hammer, Carol",,,,
,Cash-ATC-PC Operating Account,01/12/2024,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/12/2024,,Sales
"Williams, Bobbi",,,,
,Cash-ATC-PC Operating Account,01/12/2024,Bobbi Williams initialconsul 19999 FROM: DDXXXX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/12/2024,Bobbi Williams initialconsul 19999 FROM: DDXXXX2666,Due to Client
,Cash-ATC-PC Operating Account,01/12/2024,cc fee,Prepaid Client expenses
,Cash-ATC-PC Operating Account,01/12/2024,19999,Legal Fee Income
,Cash-ATC-PC Operating Account,01/12/2024,Bobbi Williams initialconsul 19999 FROM: DDXXXX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/20/2024,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/20/2024,,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/20/2024,,Due to Client
,Cash-ATC-PC Operating Account,02/20/2024,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,02/29/2024,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/29/2024,MyCase/WEB PMTS The Law Office of Juli,Prepaid expenses
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Williams PAY Inv 20030 FROM: DD XXXX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Williams PAY Inv 20030 FROM: DD XXXX2666,Due to Client
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Williams PAY Inv 20030 FROM: DD XXXX2666,Legal Fee Income
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Williams PAY Inv 20030 FROM: DD XXXX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,06/17/2024,Deposit - inv 20046,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/17/2024,Deposit - inv 20046,Legal Fee Income
,Cash-ATC-PC Operating Account,08/06/2024,Williams PAY Invoice 20070 FROM: DDXXXX2 666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/06/2024,inv 20070,Due to Client
,Cash-ATC-PC Operating Account,08/06/2024,inv 20070,ADK Retainer Account
,Cash-ATC-PC Operating Account,08/06/2024,inv 20070,Legal Fee Income
,Cash-ATC-PC Operating Account,08/23/2024,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/23/2024,Deposit,Ask My Accountant
,Cash-ATC-PC Operating Account,11/14/2024,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/14/2024,Deposit,Legal Fee Income
,Cash-ATC-PC Operating Account,11/14/2024,Deposit,Prepaid Client expenses
,Cash-ATC-PC Operating Account,06/20/2025,Deposit,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/20/2025,inv. 20211,Legal Fee Income
,Cash-ATC-PC Operating Account,06/20/2025,inv 20210,Legal Fee Income
,Cash-ATC-PC Operating Account,06/20/2025,inv. 20194,Legal Fee Income
"Wales, Tim",,,,
,Cash-ATC-PC Operating Account,01/12/2024,Wales Initial Consult- Inv 20001 FROM: D DXXXX2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/12/2024,Wales Initial Consult- Inv 20001 FROM: D DXXXX2666,Legal Fee Income
,Cash-ATC-PC Operating Account,01/12/2024,Wales Initial Consult- Inv 20001 FROM: D DXXXX2666,Due to Client
,Cash-ATC-PC Operating Account,01/12/2024,Wales Initial Consult- Inv 20001 FROM: D DXXXX2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/20/2024,24-02-20 Wales Pay 20024 FROM: DDXXXX266 6,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/20/2024,24-02-20 Wales Pay 20024 FROM: DDXXXX266 6,ADK Retainer Account
,Cash-ATC-PC Operating Account,02/20/2024,24-02-20 Wales Pay 20024 FROM: DDXXXX266 6,Legal Fee Income
,Cash-ATC-PC Operating Account,02/20/2024,24-02-20 Wales Pay 20024 FROM: DDXXXX266 6,Due to Client
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Wales PAY inv 20043 FROM: DDXXX X2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Wales PAY inv 20043 FROM: DDXXX X2666,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Wales PAY inv 20043 FROM: DDXXX X2666,Legal Fee Income
,Cash-ATC-PC Operating Account,03/28/2024,24-03-28 Wales PAY inv 20043 FROM: DDXXX X2666,Due to Client
,Cash-ATC-PC Operating Account,04/15/2024,24-04-15 Wales PAY Inv 20045 FROM: DDXXX X2666,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/15/2024,inv 20045,ADK Retainer Account
,Cash-ATC-PC Operating Account,04/15/2024,24-04-15 Wales PAY Inv 20045 FROM: DDXXX X2666,Legal Fee Income
,Cash-ATC-PC Operating Account,04/15/2024,24-04-15 Wales PAY Inv 20045 FROM: DDXXX X2666,Due to Client
,Cash-ATC-PC Operating Account,11/14/2024,Deposit - invoice 20089,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/14/2024,Deposit - invoice 20089,Legal Fee Income
EZ Pass,,,,
,Cash-ATC-PC Operating Account,01/16/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/16/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,04/04/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/04/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,04/10/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/10/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,04/19/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/19/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,04/29/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/29/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,05/31/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/31/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,06/10/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/10/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,06/17/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/17/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,06/24/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/24/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,07/15/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/15/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,08/02/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/02/2024,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Travel
,Cash-ATC-PC Operating Account,04/07/2025,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/07/2025,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Vehicle Expense
,Cash-ATC-PC Operating Account,06/16/2025,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/16/2025,EZPASSNYREBILL/REBILL_EZP JULIE *NEDWICK,Vehicle Expense
New York Quality,,,,
,Cash-ATC-PC Operating Account,01/16/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/16/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,02/09/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/09/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,03/18/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/18/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,04/08/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/08/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,06/04/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/04/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,07/11/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/11/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,08/06/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/06/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,12/24/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/24/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,12/24/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/24/2024,"New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,12/24/2024,"Rev: New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/24/2024,"Rev: New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
,Cash-ATC-PC Operating Account,12/24/2024,"Rev: New York Quality/Fidelis Ca Julie M Frances, P.C.",Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/24/2024,"Rev: New York Quality/Fidelis Ca Julie M Frances, P.C.",Insurance
The Beagle School,,,,
,Cash-ATC-PC Operating Account,01/16/2024,Beagle + more TO: DDXXXX3165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/16/2024,Beagle + more TO: DDXXXX3165,Shareholder Distribution
NYS Department of State,,,,
,Cash-ATC-PC Operating Account,01/24/2024,POS Purchase Non-PIN NYS DEPARTMENT OF STATE 518-4744429 NY 257460 *****9214 01/23 03:29,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/24/2024,POS Purchase Non-PIN NYS DEPARTMENT OF STATE 518-4744429 NY 257460 *****9214 01/23 03:29,Fees & Licenses
NYS Employment Taxes,,,,
,Cash-ATC-PC Operating Account,01/31/2024,NYS DOL UI/Tax Paymnt UXXXXXXX0470,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/31/2024,NYS DOL UI/Tax Paymnt UXXXXXXX0470,Payroll Liabilities
